id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_through_ball,aerial_lost,aerial_won,appearances,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,attempts_ibox,attempts_obox,att_assist_openplay,att_bx_left,att_goal_high_right,att_ibox_blocked,att_lf_total,att_miss_high,att_miss_right,att_obox_blocked,att_obox_goal,att_obox_miss,att_obox_target,att_obx_centre,att_one_on_one,att_openplay,att_rf_goal,att_rf_target,att_rf_total,att_sv_low_right,backward_pass,ball_recovery,big_chance_missed,blocked_pass,blocked_scoring_att,challenge_lost,clean_sheet,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_clearance,effective_head_clearance,final_third_entries,fouls,fwd_pass,game_started,goals,goals_conceded,goals_conceded_ibox,goals_openplay,head_clearance,head_pass,interception,interception_won,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,passes_left,passes_right,pen_area_entries,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,put_through,rightside_pass,shot_off_target,six_yard_block,successful_final_third_passes,successful_open_play_pass,successful_put_through,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_distance_in_m,total_final_third_passes,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_pass,total_pull_back,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_through_ball,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,wins,won_contest,won_tackle,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_throws,assist_own_goal,att_bx_centre,att_bx_right,att_cmiss_left,att_cmiss_right,att_fastbreak,att_goal_low_centre,att_goal_low_left,att_goal_low_right,att_hd_miss,att_hd_target,att_hd_total,att_ibox_goal,att_ibox_miss,att_ibox_target,att_lf_goal,att_lf_target,att_miss_high_left,att_miss_high_right,att_miss_left,att_obox_post,att_obp_goal,att_obx_right,att_post_right,att_setpiece,att_sv_high_left,att_sv_low_centre,big_chance_created,big_chance_scored,blocked_cross,clearance_off_line,dangerous_play,effective_blocked_cross,goals_conceded_obox,goal_assist,goal_assist_intentional,goal_assist_openplay,hand_ball,hit_woodwork,interceptions_in_box,offside_provoked,overrun,penalty_conceded,pen_goals_conceded,post_scoring_att,shield_ball_oop,shot_fastbreak,total_fastbreak,total_flick_on,total_offside,total_throws,won_corners,yellow_card,att_cmiss_high,att_goal_high_centre,att_goal_high_left,att_hd_goal,att_sv_low_left,error_lead_to_shot,fouled_final_third,goal_assist_setplay,own_goals,accurate_goal_kicks,accurate_keeper_sweeper,accurate_keeper_throws,cross_not_claimed,dive_catch,dive_save,diving_save,gk_smother,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,penalty_faced,penalty_save,punches,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_high_claim,total_keeper_sweeper,att_assist_setplay,att_cmiss_high_right,att_lg_centre,att_sv_high_centre,att_sv_high_right,foul_throw_in,att_freekick_miss,att_freekick_total,att_ibox_post,error_lead_to_goal,last_man_tackle,freekick_cross,assist_attempt_saved,assist_free_kick_won,accurate_pull_back,corner_taken,times_tackled,winning_goal,accurate_corners_intobox,accurate_freekick_cross,goal_assist_deadball,second_goal_assist,total_corners_intobox,att_hd_post,red_card,second_yellow,att_post_high,assist_penalty_won,att_cmiss_high_left,penalty_won,att_freekick_goal,att_freekick_target,att_obxd_left,att_obx_left,goal_fastbreak,att_post_left,att_pen_goal,att_freekick_post,assist_blocked_shot,assist_handball_won,assist_pass_lost,assist_post,att_pen_post,att_pen_target,att_obxd_right,att_corner,rescinded_red_card,att_pen_miss,att_lg_right,att_lg_left
1295,32992.0,Stuart Taylor,Stuart,Taylor,1980-11-28,England,England,28.0,G,Goalkeeper,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3154,183551.0,Daniel Sturridge,Daniel,Sturridge,1989-09-01,England,England,19.0,F,Centre Striker,79,27.0,6.0,99.0,,14.0,5.0,125.0,,6.0,3.0,15.0,,35.0,21.0,14.0,10.0,15.0,3.0,,5.0,22.0,3.0,1.0,2.0,,5.0,3.0,10.0,1.0,22.0,,1.0,1.0,3.0,44.0,14.0,1.0,4.0,7.0,1.0,,4.0,0.0,11.0,4.0,21.0,26.0,1.0,1.0,18.0,1.0,42.0,7.0,2.0,8.0,6.0,2.0,1.0,11.0,,,40.0,4.0,3.0,5.0,,547.0,7.0,9.0,8.0,149.0,,22.0,17.0,18.0,71.0,71.0,3.0,1.0,10.0,4.0,32.0,9.0,,65.0,116.0,1.0,16.0,28.0,6.0,1.0,16.0,4.0,4.0,63711.558105468765,89.0,134.0,,15.0,5.0,158.0,,24.0,6.0,8.0,0.0,1.0,253.0,40.0,18.0,18.0,10.0,6.0,13.0,0.0,1.0,1.0,1.0,,,7.0,2.0,2.0,,,1.0,,1.0,,,1.0,2.0,4.0,3.0,1.0,5.0,1.0,2.0,2.0,,,,,1.0,,2.0,1.0,2.0,,,,,2.0,1.0,1.0,1.0,1.0,,,,2.0,,,,,,1.0,9.0,3.0,,5.0,,2.0,,,1.0,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4925,154343.0,Mario Suárez,Mario,Suárez,1987-02-24,Spain,Spain,4.0,M,Centre Defensive Midfielder,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19618,315803.0,Isaac Success,Isaac,Success,1996-01-07,Nigeria,Nigeria,7.0,F,Centre Striker,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5810,202618.0,Claudio Bravo,Claudio,Bravo,1983-04-13,Chile,Chile,25.0,G,Goalkeeper,79,49.0,2.0,1.0,2.0,,10.0,50.0,,,1.0,3.0,,11.0,3.0,,,,,,,,,,,,,,,,,,,,,,21.0,,,,1.0,1.0,,,,,1.0,3.0,,,,,29.0,2.0,,1.0,1.0,,,,,,11.0,4.0,1.0,,,225.0,,,,40.0,,,,,7.0,7.0,,4.0,,,15.0,,,,38.0,,,51.0,3.0,,,,,12627.83325195312,,4.0,4.0,,14.0,55.0,,,,1.0,,,81.0,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2.0,14.0,1.0,1.0,,1.0,3.0,10.0,2.0,15.0,16.0,,,,4.0,0.0,4.0,1.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14742,258131.0,Rhian Brewster,Rhian,Brewster,2000-04-01,England,England,7.0,F,Centre Striker,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5668,20252.0,Miguel Britos,Miguel,Britos,1985-07-17,Uruguay,Uruguay,3.0,D,Left/Centre Central Defender,79,184.0,26.0,130.0,11.0,,37.0,313.0,,19.0,27.0,12.0,5.0,61.0,29.0,2.0,2.0,2.0,,,,2.0,,1.0,,,1.0,1.0,2.0,,1.0,,,,,36.0,45.0,,14.0,,5.0,2.0,3.0,2.0,1.0,2.0,35.0,50.0,44.0,28.0,64.0,8.0,168.0,10.0,1.0,16.0,14.0,,28.0,42.0,12.0,12.0,54.0,92.0,58.0,5.0,6.0,798.0,3.0,,2.0,376.0,1.0,103.0,9.0,14.0,91.0,91.0,2.0,28.0,15.0,14.0,130.0,2.0,,46.0,301.0,8.0,3.0,202.0,60.0,44.0,4.0,5.0,5.0,90094.20774841309,78.0,191.0,24.0,,68.0,388.0,,4.0,2.0,2.0,15.0,,510.0,6.0,5.0,5.0,6.0,5.0,2.0,11.0,1.0,1.0,1.0,4.0,,1.0,,,,,1.0,,,1.0,,2.0,1.0,1.0,,,1.0,1.0,,,,,,,1.0,,,2.0,1.0,1.0,,,1.0,2.0,,,,,,0.0,7.0,,,2.0,,2.0,,,1.0,,4.0,1.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2152,6157.0,Leon Britton,Leon,Britton,1982-09-16,England,England,7.0,M,Centre Central Midfielder,79,72.0,,55.0,0.0,0.0,2.0,127.0,,4.0,,5.0,5.0,26.0,15.0,,,,,,,,,,,,,,,,,,,,,21.0,19.0,,2.0,,3.0,,1.0,,3.0,1.0,18.0,7.0,1.0,1.0,8.0,7.0,23.0,4.0,,1.0,1.0,,1.0,9.0,1.0,1.0,44.0,13.0,11.0,3.0,1.0,304.0,,,,131.0,1.0,12.0,12.0,,17.0,17.0,,2.0,17.0,2.0,49.0,,,16.0,121.0,2.0,,75.0,,1.0,1.0,1.0,1.0,35488.20776367187,18.0,63.0,0.0,0.0,3.0,137.0,,,4.0,1.0,6.0,,157.0,2.0,2.0,2.0,1.0,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14636,287703.0,Nathan Broadhead,Nathan,Broadhead,1998-04-05,Wales,Wales,9.0,F,Centre Striker,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4674,277654.0,Isaiah Brown,Isaiah,Brown,1997-01-07,England,England,20.0,M,Centre Central Midfielder,79,39.0,1.0,53.0,1.0,7.0,5.0,90.0,,24.0,13.0,13.0,1.0,38.0,30.0,1.0,,6.0,,,,,,,,,,,,,1.0,,1.0,1.0,,30.0,17.0,,11.0,,6.0,,7.0,,7.0,6.0,43.0,25.0,2.0,,14.0,3.0,37.0,4.0,,8.0,8.0,,,21.0,1.0,1.0,17.0,4.0,2.0,5.0,1.0,306.0,3.0,3.0,1.0,127.0,,29.0,18.0,11.0,62.0,62.0,2.0,8.0,7.0,11.0,45.0,,,32.0,88.0,3.0,6.0,47.0,6.0,2.0,10.0,7.0,7.0,38444.536315917954,55.0,89.0,2.0,8.0,7.0,129.0,,1.0,4.0,9.0,3.0,,183.0,5.0,4.0,4.0,3.0,2.0,6.0,3.0,2.0,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,1.0,,1.0,,,,,14.0,1.0,1.0,3.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13873,219759.0,Marcus Browne,Marcus,Browne,1997-12-18,England,England,11.0,M,Centre Attacking Midfielder,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8162,10195.0,Bruno,Bruno,Saltor Grau,1980-10-01,Spain,Spain,2.0,D,Right Full Back,79,475.0,37.0,330.0,17.0,2.0,62.0,798.0,,22.0,28.0,25.0,6.0,175.0,139.0,1.0,1.0,10.0,,,,,,,,,,1.0,1.0,,1.0,,1.0,2.0,,153.0,116.0,,31.0,,8.0,8.0,34.0,7.0,8.0,10.0,61.0,81.0,60.0,31.0,141.0,19.0,428.0,23.0,,23.0,23.0,,31.0,46.0,38.0,38.0,359.0,187.0,98.0,8.0,21.0,2017.0,2.0,8.0,1.0,964.0,11.0,12.0,298.0,62.0,300.0,300.0,2.0,83.0,31.0,31.0,33.0,1.0,,148.0,790.0,6.0,10.0,531.0,76.0,60.0,20.0,41.0,41.0,215155.9959716797,214.0,483.0,61.0,3.0,137.0,973.0,2.0,2.0,4.0,2.0,30.0,,1452.0,13.0,13.0,13.0,8.0,7.0,15.0,17.0,7.0,7.0,3.0,144.0,,1.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,16.0,,,16.0,0.0,,,,1.0,,7.0,2.0,3.0,1.0,1.0,,2.0,,,3.0,,199.0,8.0,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3744,222348.0,Chris Brunt,Chris,Brunt,1984-12-14,Northern Ireland,Northern Ireland,29.0,M,Left Winger,79,298.0,63.0,402.0,17.0,14.0,92.0,649.0,3.0,15.0,16.0,26.0,12.0,159.0,124.0,2.0,23.0,15.0,1.0,,2.0,22.0,3.0,4.0,4.0,,14.0,5.0,21.0,,16.0,,,3.0,,133.0,148.0,2.0,36.0,6.0,20.0,6.0,20.0,19.0,16.0,9.0,65.0,77.0,40.0,15.0,240.0,15.0,373.0,22.0,,23.0,19.0,,15.0,72.0,21.0,21.0,132.0,174.0,82.0,11.0,10.0,1921.0,21.0,16.0,5.0,840.0,4.0,197.0,86.0,196.0,380.0,380.0,8.0,84.0,56.0,36.0,244.0,14.0,1.0,202.0,622.0,24.0,37.0,350.0,139.0,40.0,15.0,139.0,57.0,236575.41662597656,343.0,671.0,81.0,16.0,209.0,882.0,,25.0,7.0,4.0,41.0,6.0,1323.0,13.0,15.0,15.0,6.0,6.0,15.0,24.0,51.0,18.0,3.0,33.0,,,,,,,,,,,,,,0.0,,,5.0,5.0,1.0,1.0,,,,,,0.0,,7.0,,6.0,,,6.0,4.0,7.0,7.0,1.0,,,5.0,,,,,,1.0,,,8.0,,52.0,14.0,5.0,1.0,,,,3.0,1.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,1.0,1.0,,4.0,8.0,,,,18.0,,,,85.0,,,33.0,6.0,5.0,,82.0,,,,,,1.0,,,2.0,,,,,,,1.0,,,,,,2.0,,,,,
23695,315587.0,Marcin Bulka,Marcin,Bulka,1999-10-04,Poland,Poland,1.0,G,Goalkeeper,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8892,283382.0,Harry Bunn,Harry,Bunn,1992-11-21,England,England,17.0,F,Centre Striker,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10596,314840.0,Oliver Burke,Oliver,Burke,1997-04-07,Scotland,Scotland,,F,Winger,79,32.0,3.0,81.0,,10.0,3.0,111.0,,7.0,5.0,15.0,1.0,31.0,17.0,3.0,1.0,2.0,,,2.0,,0.0,,,,1.0,,1.0,,4.0,,,4.0,,40.0,14.0,1.0,8.0,2.0,8.0,,8.0,1.0,14.0,3.0,38.0,29.0,2.0,1.0,6.0,2.0,27.0,2.0,,11.0,10.0,,1.0,14.0,7.0,7.0,43.0,5.0,3.0,12.0,2.0,358.0,2.0,2.0,,139.0,,18.0,40.0,9.0,76.0,76.0,3.0,4.0,7.0,8.0,30.0,2.0,,48.0,110.0,3.0,4.0,38.0,5.0,2.0,20.0,9.0,9.0,46096.02404785157,63.0,111.0,,12.0,5.0,140.0,0.0,4.0,2.0,13.0,6.0,,240.0,20.0,16.0,16.0,5.0,,13.0,4.0,2.0,2.0,5.0,1.0,,2.0,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,1.0,,1.0,,,1.0,1.0,2.0,2.0,2.0,,,,,2.0,,,,,1.0,1.0,7.0,0.0,1.0,3.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11965,314385.0,Matt Butcher,Matt,Butcher,1997-05-14,England,England,7.0,M,Centre Central Midfielder,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4634,259543.0,Jack Butland,Jack,Butland,1993-03-10,England,England,1.0,G,Goalkeeper,79,183.0,10.0,357.0,189.0,,403.0,540.0,,,8.0,35.0,,344.0,204.0,,,1.0,,,,,,,,,,,,,,,,,,,357.0,,2.0,,0.0,6.0,,,,11.0,1.0,10.0,40.0,,348.0,,1058.0,35.0,,61.0,53.0,,,1.0,1.0,1.0,55.0,923.0,358.0,17.0,44.0,3150.0,1.0,,,500.0,,135.0,244.0,18.0,643.0,643.0,,55.0,,2.0,56.0,,,108.0,247.0,1.0,1.0,247.0,20.0,40.0,1.0,,,151031.14770507812,348.0,922.0,522.0,,1025.0,1169.0,,,,,1.0,,1516.0,,2.0,2.0,3.0,7.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,1.0,0.0,,,5.0,,,,,,,,,,,,,,,0.0,,,1.0,165.0,26.0,103.0,2.0,4.0,36.0,74.0,8.0,338.0,20.0,282.0,103.0,5.0,,14.0,83.0,59.0,144.0,14.0,7.0,25.0,27.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10956,285227.0,George Byers,George,Byers,1996-05-29,Scotland,Scotland,14.0,M,Centre Central Midfielder,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8945,160495.0,Sam Byram,Sam,Byram,1993-09-16,England,England,3.0,D,Right Full Back,79,17.0,3.0,36.0,1.0,,3.0,50.0,,8.0,13.0,5.0,2.0,24.0,14.0,3.0,1.0,2.0,,,1.0,,,,1.0,,,,1.0,,4.0,,,2.0,,12.0,10.0,1.0,9.0,2.0,5.0,,7.0,3.0,,2.0,17.0,25.0,13.0,9.0,28.0,4.0,46.0,2.0,,7.0,6.0,,9.0,22.0,9.0,9.0,23.0,20.0,5.0,2.0,4.0,247.0,,2.0,,83.0,2.0,1.0,41.0,17.0,56.0,56.0,1.0,5.0,4.0,9.0,3.0,2.0,1.0,20.0,50.0,4.0,2.0,22.0,9.0,13.0,3.0,10.0,10.0,32428.911682128903,41.0,72.0,7.0,,17.0,84.0,,4.0,1.0,3.0,9.0,,177.0,4.0,5.0,5.0,1.0,1.0,2.0,5.0,3.0,3.0,4.0,20.0,,2.0,1.0,1.0,,,,,,1.0,,1.0,,2.0,,,,1.0,,1.0,,,,,,,,,,3.0,,,3.0,1.0,,,,,,,,,,1.0,,,,,7.0,1.0,29.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10466,298744.0,Willy Caballero,Willy,Caballero,1981-09-28,Argentina,Argentina,13.0,G,Goalkeeper,79,53.0,2.0,8.0,9.0,,17.0,61.0,,,2.0,3.0,,14.0,11.0,,,,,,,,,,,,,,,,,,,,,,24.0,,2.0,,,1.0,,,,1.0,,2.0,5.0,,6.0,,63.0,3.0,,4.0,3.0,,,,,,13.0,22.0,8.0,1.0,1.0,270.0,,,,66.0,,2.0,,,27.0,27.0,,7.0,2.0,2.0,12.0,,,1.0,48.0,,,66.0,3.0,5.0,0.0,,,14224.6416015625,6.0,22.0,26.0,,42.0,88.0,,,,,0.0,,114.0,,0.0,0.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,12.0,1.0,,1.0,5.0,,15.0,1.0,14.0,12.0,,,2.0,3.0,4.0,7.0,,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4341,163664.0,Yohan Cabaye,Yohan,Cabaye,1986-01-14,France,France,29.0,M,Centre Central Midfielder,79,470.0,61.0,643.0,7.0,46.0,62.0,1065.0,2.0,14.0,6.0,31.0,30.0,184.0,116.0,8.0,30.0,16.0,,,2.0,2.0,4.0,1.0,12.0,,10.0,7.0,29.0,,28.0,,10.0,36.0,2.0,174.0,183.0,1.0,62.0,14.0,73.0,3.0,7.0,7.0,29.0,10.0,163.0,109.0,28.0,5.0,211.0,35.0,514.0,28.0,0.0,36.0,29.0,0.0,5.0,42.0,79.0,79.0,297.0,203.0,135.0,11.0,7.0,2386.0,25.0,17.0,12.0,1240.0,4.0,123.0,213.0,188.0,403.0,403.0,15.0,90.0,78.0,62.0,308.0,12.0,0.0,282.0,1026.0,43.0,42.0,518.0,137.0,28.0,23.0,136.0,35.0,292603.2038574219,410.0,911.0,29.0,47.0,141.0,1293.0,,38.0,15.0,3.0,70.0,6.0,1856.0,33.0,37.0,37.0,23.0,10.0,10.0,44.0,48.0,8.0,2.0,5.0,1.0,5.0,1.0,1.0,,,,,0.0,,,,0.0,1.0,5.0,0.0,2.0,1.0,2.0,3.0,1.0,,1.0,,1.0,1.0,5.0,5.0,,1.0,,,1.0,7.0,1.0,1.0,,1.0,2.0,3.0,,4.0,,2.0,1.0,,,,7.0,1.0,5.0,15.0,7.0,2.0,,,,2.0,3.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,1.0,1.0,,1.0,4.0,,1.0,,21.0,1.0,1.0,,104.0,,,40.0,7.0,,,101.0,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,
14547,140571.0,Tom Cadman,Tom,Cadman,1998-05-04,Ireland,Ireland,45.0,D,Defender,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2620,317527.0,Gary Cahill,Gary,Cahill,1985-12-19,England,England,24.0,D,Centre Central Defender,79,831.0,36.0,353.0,3.0,,47.0,1184.0,,31.0,93.0,27.0,11.0,140.0,105.0,6.0,4.0,3.0,,,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,4.0,,4.0,,2.0,5.0,,67.0,103.0,,12.0,2.0,11.0,9.0,,,3.0,5.0,61.0,141.0,123.0,79.0,104.0,17.0,470.0,24.0,,24.0,23.0,,79.0,127.0,27.0,27.0,309.0,202.0,143.0,7.0,13.0,2084.0,1.0,2.0,3.0,1304.0,14.0,173.0,56.0,8.0,164.0,164.0,1.0,64.0,38.0,12.0,484.0,5.0,,106.0,1158.0,7.0,3.0,884.0,63.0,123.0,4.0,,,255718.61987304688,147.0,446.0,30.0,,96.0,1330.0,,10.0,1.0,3.0,29.0,,1616.0,15.0,8.0,8.0,17.0,15.0,4.0,21.0,,,0.0,10.0,,6.0,,1.0,1.0,,,,,3.0,1.0,4.0,,3.0,2.0,,,,1.0,2.0,,,,,2.0,,2.0,,,4.0,,,4.0,1.0,,,,,,6.0,12.0,,,1.0,,2.0,,,1.0,,10.0,1.0,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
